kernel,distribution,format,storage_bits,n,m,comparison,finite_pairs,mse,mse_relative_cluster_standard_error,target,status
gemv,normal_0_1,bf16_e8m7,16,16384,1024,kernel_x4,16384,3.08148791101957736489e-33,1,0.05,review
gemv,normal_0_1,bf16_e8m7,16,16384,1024,total_x1,16384,0.0911153880338947118569,0.00657669276756633961446,0.05,pass
gemv,normal_0_1,bf16_e8m7,16,16384,1024,total_x2,16384,0.0911153880338947119789,0.00657669276756633929216,0.05,pass
gemv,normal_0_1,bf16_e8m7,16,16384,1024,total_x4,16384,0.0911153880338947118569,0.00657669276756633961446,0.05,pass
gemv,normal_0_1,bf16_e8m7,16,65536,1024,storage,16384,0.361010923399307046342,0.00919966931687741584114,0.05,pass
gemv,normal_0_1,bf16_e8m7,16,65536,1024,kernel_x1,16384,5.74360457664883412278e-31,0.504918000239097074342,0.05,review
gemv,normal_0_1,bf16_e8m7,16,65536,1024,kernel_x2,16384,5.74360457664883412278e-31,0.472138895010615676338,0.05,review
gemv,normal_0_1,bf16_e8m7,16,65536,1024,kernel_x4,16384,5.74360457664883412278e-31,0.472138895010615676338,0.05,review
gemv,normal_0_1,bf16_e8m7,16,65536,1024,total_x1,16384,0.361010923399307046721,0.00919966931687741717946,0.05,pass
gemv,normal_0_1,bf16_e8m7,16,65536,1024,total_x2,16384,0.361010923399307051302,0.00919966931687741650437,0.05,pass
gemv,normal_0_1,bf16_e8m7,16,65536,1024,total_x4,16384,0.361010923399307054798,0.00919966931687742004497,0.05,pass
gemv,uniform_0_1,e11m4,16,256,1024,storage,16384,0.00739838199452761535363,0.0890116025524242143418,0.05,review
gemv,uniform_0_1,e11m4,16,256,1024,kernel_x1,16384,0,nan,0.05,exact_zero
gemv,uniform_0_1,e11m4,16,256,1024,kernel_x2,16384,0,nan,0.05,exact_zero
gemv,uniform_0_1,e11m4,16,256,1024,kernel_x4,16384,0,nan,0.05,exact_zero
gemv,uniform_0_1,e11m4,16,256,1024,total_x1,16384,0.00739838199452761535363,0.0890116025524242143418,0.05,review
gemv,uniform_0_1,e11m4,16,256,1024,total_x2,16384,0.00739838199452761535363,0.0890116025524242143418,0.05,review
gemv,uniform_0_1,e11m4,16,256,1024,total_x4,16384,0.00739838199452761535363,0.0890116025524242143418,0.05,review
gemv,uniform_0_1,e11m4,16,1024,1024,storage,16384,0.0304915367872733868415,0.120290578235934558057,0.05,review
gemv,uniform_0_1,e11m4,16,1024,1024,kernel_x1,16384,0,nan,0.05,exact_zero
gemv,uniform_0_1,e11m4,16,1024,1024,kernel_x2,16384,0,nan,0.05,exact_zero
gemv,uniform_0_1,e11m4,16,1024,1024,kernel_x4,16384,0,nan,0.05,exact_zero
gemv,uniform_0_1,e11m4,16,1024,1024,total_x1,16384,0.0304915367872733868415,0.120290578235934558057,0.05,review
gemv,uniform_0_1,e11m4,16,1024,1024,total_x2,16384,0.0304915367872733868415,0.120290578235934558057,0.05,review
gemv,uniform_0_1,e11m4,16,1024,1024,total_x4,16384,0.0304915367872733868415,0.120290578235934558057,0.05,review
gemv,uniform_0_1,e11m4,16,4096,1024,storage,16384,0.104738250063315979309,0.100851867971964719026,0.05,review
gemv,uniform_0_1,e11m4,16,4096,1024,kernel_x1,16384,0,nan,0.05,exact_zero
gemv,uniform_0_1,e11m4,16,4096,1024,kernel_x2,16384,0,nan,0.05,exact_zero
gemv,uniform_0_1,e11m4,16,4096,1024,kernel_x4,16384,0,nan,0.05,exact_zero
gemv,uniform_0_1,e11m4,16,4096,1024,total_x1,16384,0.104738250063315979309,0.100851867971964719026,0.05,review
gemv,uniform_0_1,e11m4,16,4096,1024,total_x2,16384,0.104738250063315979309,0.100851867971964719026,0.05,review
gemv,uniform_0_1,e11m4,16,4096,1024,total_x4,16384,0.104738250063315979309,0.100851867971964719026,0.05,review
gemv,uniform_0_1,e11m4,16,16384,1024,storage,16384,0.460180474974232739296,0.0857617287681791546551,0.05,review
gemv,uniform_0_1,e11m4,16,16384,1024,kernel_x1,16384,0,nan,0.05,exact_zero
gemv,uniform_0_1,e11m4,16,16384,1024,kernel_x2,16384,0,nan,0.05,exact_zero
gemv,uniform_0_1,e11m4,16,16384,1024,kernel_x4,16384,0,nan,0.05,exact_zero
gemv,uniform_0_1,e11m4,16,16384,1024,total_x1,16384,0.460180474974232739296,0.0857617287681791546551,0.05,review
gemv,uniform_0_1,e11m4,16,16384,1024,total_x2,16384,0.460180474974232739296,0.0857617287681791546551,0.05,review
gemv,uniform_0_1,e11m4,16,16384,1024,total_x4,16384,0.460180474974232739296,0.0857617287681791546551,0.05,review
gemv,uniform_0_1,e11m4,16,65536,1024,storage,16384,1.82309690822472127906,0.105758894396538063452,0.05,review
gemv,uniform_0_1,e11m4,16,65536,1024,kernel_x1,16384,1.54616737423318313861e-28,0.524374639943056595679,0.05,review
gemv,uniform_0_1,e11m4,16,65536,1024,kernel_x2,16384,1.54616737423318313861e-28,0.524374639943056595679,0.05,review
gemv,uniform_0_1,e11m4,16,65536,1024,kernel_x4,16384,1.54616737423318313861e-28,0.524374639943056595679,0.05,review
gemv,uniform_0_1,e11m4,16,65536,1024,total_x1,16384,1.8230969082247212461,0.105758894396538071732,0.05,review
gemv,uniform_0_1,e11m4,16,65536,1024,total_x2,16384,1.8230969082247212461,0.105758894396538071732,0.05,review
gemv,uniform_0_1,e11m4,16,65536,1024,total_x4,16384,1.8230969082247212461,0.105758894396538071732,0.05,review
gemv,normal_0_1,e11m4,16,256,1024,storage,16384,0.0894410869301571341035,0.0291556276143712482586,0.05,pass
gemv,normal_0_1,e11m4,16,256,1024,kernel_x1,16384,0,nan,0.05,exact_zero
gemv,normal_0_1,e11m4,16,256,1024,kernel_x2,16384,0,nan,0.05,exact_zero
gemv,normal_0_1,e11m4,16,256,1024,kernel_x4,16384,0,nan,0.05,exact_zero
gemv,normal_0_1,e11m4,16,256,1024,total_x1,16384,0.0894410869301571341035,0.0291556276143712482586,0.05,pass
gemv,normal_0_1,e11m4,16,256,1024,total_x2,16384,0.0894410869301571341035,0.0291556276143712482586,0.05,pass
gemv,normal_0_1,e11m4,16,256,1024,total_x4,16384,0.0894410869301571341035,0.0291556276143712482586,0.05,pass
gemv,normal_0_1,e11m4,16,1024,1024,storage,16384,0.366291675255063552314,0.0184237740530975157664,0.05,pass
gemv,normal_0_1,e11m4,16,1024,1024,kernel_x1,16384,0,nan,0.05,exact_zero
gemv,normal_0_1,e11m4,16,1024,1024,kernel_x2,16384,0,nan,0.05,exact_zero
gemv,normal_0_1,e11m4,16,1024,1024,kernel_x4,16384,0,nan,0.05,exact_zero
gemv,normal_0_1,e11m4,16,1024,1024,total_x1,16384,0.366291675255063552314,0.0184237740530975157664,0.05,pass
gemv,normal_0_1,e11m4,16,1024,1024,total_x2,16384,0.366291675255063552314,0.0184237740530975157664,0.05,pass
gemv,normal_0_1,e11m4,16,1024,1024,total_x4,16384,0.366291675255063552314,0.0184237740530975157664,0.05,pass
gemv,normal_0_1,e11m4,16,4096,1024,storage,16384,1.46414853327117552221,0.0121154827308910347216,0.05,pass
gemv,normal_0_1,e11m4,16,4096,1024,kernel_x1,16384,0,nan,0.05,exact_zero
gemv,normal_0_1,e11m4,16,4096,1024,kernel_x2,16384,0,nan,0.05,exact_zero
gemv,normal_0_1,e11m4,16,4096,1024,kernel_x4,16384,0,nan,0.05,exact_zero
gemv,normal_0_1,e11m4,16,4096,1024,total_x1,16384,1.46414853327117552221,0.0121154827308910347216,0.05,pass
gemv,normal_0_1,e11m4,16,4096,1024,total_x2,16384,1.46414853327117552221,0.0121154827308910347216,0.05,pass
gemv,normal_0_1,e11m4,16,4096,1024,total_x4,16384,1.46414853327117552221,0.0121154827308910347216,0.05,pass
gemv,normal_0_1,e11m4,16,16384,1024,storage,16384,5.66788312396786426008,0.0111270410241968705864,0.05,pass
gemv,normal_0_1,e11m4,16,16384,1024,kernel_x1,16384,0,nan,0.05,exact_zero
gemv,normal_0_1,e11m4,16,16384,1024,kernel_x2,16384,0,nan,0.05,exact_zero
gemv,normal_0_1,e11m4,16,16384,1024,kernel_x4,16384,0,nan,0.05,exact_zero
gemv,normal_0_1,e11m4,16,16384,1024,total_x1,16384,5.66788312396786426008,0.0111270410241968705864,0.05,pass
gemv,normal_0_1,e11m4,16,16384,1024,total_x2,16384,5.66788312396786426008,0.0111270410241968705864,0.05,pass
gemv,normal_0_1,e11m4,16,16384,1024,total_x4,16384,5.66788312396786426008,0.0111270410241968705864,0.05,pass
gemv,normal_0_1,e11m4,16,65536,1024,storage,16384,23.0412001033948813308,0.0134608172626754378821,0.05,pass
gemv,normal_0_1,e11m4,16,65536,1024,kernel_x1,16384,1.97215226305252951353e-31,1,0.05,review
gemv,normal_0_1,e11m4,16,65536,1024,kernel_x2,16384,1.97215226305252951353e-31,1,0.05,review
gemv,normal_0_1,e11m4,16,65536,1024,kernel_x4,16384,0,nan,0.05,exact_zero
gemv,normal_0_1,e11m4,16,65536,1024,total_x1,16384,23.0412001033948813551,0.013460817262675437606,0.05,pass
gemv,normal_0_1,e11m4,16,65536,1024,total_x2,16384,23.0412001033948813551,0.013460817262675437606,0.05,pass
gemv,normal_0_1,e11m4,16,65536,1024,total_x4,16384,23.0412001033948813308,0.0134608172626754378821,0.05,pass
gemv,uniform_0_1,e1m30,32,256,1024,storage,16384,4.22878865613263067834e-17,0.084200316193133795196,0.05,review
gemv,uniform_0_1,e1m30,32,256,1024,kernel_x1,16384,3.45303120032958379065e-29,0.0256179169380053874823,0.05,pass
gemv,uniform_0_1,e1m30,32,256,1024,kernel_x2,16384,2.78046275997553425413e-29,0.0356403168029275513814,0.05,pass
gemv,uniform_0_1,e1m30,32,256,1024,kernel_x4,16384,2.6889106708035488928e-29,0.0396048674825085563435,0.05,pass
gemv,uniform_0_1,e1m30,32,256,1024,total_x1,16384,4.22878876502243566784e-17,0.0842003127982803980115,0.05,review
gemv,uniform_0_1,e1m30,32,256,1024,total_x2,16384,4.22878869621461001262e-17,0.0842003124202054953413,0.05,review
gemv,uniform_0_1,e1m30,32,256,1024,total_x4,16384,4.22878864246504442135e-17,0.0842003106240662988125,0.05,review
gemv,uniform_0_1,e1m30,32,1024,1024,storage,16384,2.72709825648293884331e-16,0.149712517011145336492,0.05,review
gemv,uniform_0_1,e1m30,32,1024,1024,kernel_x1,16384,5.23234501473206584505e-28,0.0281311096259846452158,0.05,pass
gemv,uniform_0_1,e1m30,32,1024,1024,kernel_x2,16384,5.31292977546511656762e-28,0.0282164812849883653022,0.05,pass
gemv,uniform_0_1,e1m30,32,1024,1024,kernel_x4,16384,5.34671443854955745895e-28,0.0370477865921299881529,0.05,pass
gemv,uniform_0_1,e1m30,32,1024,1024,total_x1,16384,2.72709818910575764363e-16,0.149712514001701669066,0.05,review
gemv,uniform_0_1,e1m30,32,1024,1024,total_x2,16384,2.72709830612192403034e-16,0.149712505006419568471,0.05,review
gemv,uniform_0_1,e1m30,32,1024,1024,total_x4,16384,2.72709828863906030294e-16,0.149712515491013997828,0.05,review
gemv,uniform_0_1,e1m30,32,4096,1024,storage,16384,7.31282934284105165944e-16,0.0805527601280507222795,0.05,review
gemv,uniform_0_1,e1m30,32,4096,1024,kernel_x1,16384,8.59573548686286191037e-27,0.0407038148775853874368,0.05,pass
gemv,uniform_0_1,e1m30,32,4096,1024,kernel_x2,16384,8.35332022550679604333e-27,0.0375634182768033603059,0.05,pass
gemv,uniform_0_1,e1m30,32,4096,1024,kernel_x4,16384,8.38777048998001716338e-27,0.0407287718384580815782,0.05,pass
gemv,uniform_0_1,e1m30,32,4096,1024,total_x1,16384,7.31282932567485992562e-16,0.0805527309349584435383,0.05,review
gemv,uniform_0_1,e1m30,32,4096,1024,total_x2,16384,7.31282899489079030972e-16,0.0805527632915211643164,0.05,review
gemv,uniform_0_1,e1m30,32,4096,1024,total_x4,16384,7.31282971543167014218e-16,0.0805527752169500506544,0.05,review
gemv,uniform_0_1,e1m30,32,16384,1024,storage,16384,3.59852907376880509926e-15,0.139494617287468693914,0.05,review
gemv,uniform_0_1,e1m30,32,16384,1024,kernel_x1,16384,1.40361262765781740035e-25,0.034568188368107621809,0.05,pass
gemv,uniform_0_1,e1m30,32,16384,1024,kernel_x2,16384,1.40580849594320995118e-25,0.0350096637397168453966,0.05,pass
gemv,uniform_0_1,e1m30,32,16384,1024,kernel_x4,16384,1.40869375470405580186e-25,0.0373213349871098257036,0.05,pass
gemv,uniform_0_1,e1m30,32,16384,1024,total_x1,16384,3.59852897795493395469e-15,0.1394945570883349991,0.05,review
gemv,uniform_0_1,e1m30,32,16384,1024,total_x2,16384,3.59852903745890716765e-15,0.139494625043567778978,0.05,review
gemv,uniform_0_1,e1m30,32,16384,1024,total_x4,16384,3.59852891786729409504e-15,0.139494564577297360764,0.05,review
gemv,uniform_0_1,e1m30,32,65536,1024,storage,16384,1.0950189944343760584e-14,0.086694089060415971328,0.05,review
gemv,uniform_0_1,e1m30,32,65536,1024,kernel_x1,16384,2.38194715714693615668e-24,0.0389881848804938550172,0.05,pass
gemv,uniform_0_1,e1m30,32,65536,1024,kernel_x2,16384,2.30836576178199367002e-24,0.0455043046151995764078,0.05,pass
gemv,uniform_0_1,e1m30,32,65536,1024,kernel_x4,16384,2.25693439734429936335e-24,0.0399752110146843803324,0.05,pass
gemv,uniform_0_1,e1m30,32,65536,1024,total_x1,16384,1.0950190978744600123e-14,0.0866939300316913937988,0.05,review
gemv,uniform_0_1,e1m30,32,65536,1024,total_x2,16384,1.09501867736852280529e-14,0.0866941323562406497745,0.05,review
gemv,uniform_0_1,e1m30,32,65536,1024,total_x4,16384,1.09501893819821309255e-14,0.0866941822476448389651,0.05,review
gemv,normal_0_1,e1m30,32,256,1024,storage,16384,0.00205807557236034159241,0.19605806054777257289,0.05,review
gemv,normal_0_1,e1m30,32,256,1024,kernel_x1,16384,6.53219691447146165237e-30,0.0275042324687179936064,0.05,pass
gemv,normal_0_1,e1m30,32,256,1024,kernel_x2,16384,5.95664285984275328936e-30,0.0321645576440241283777,0.05,pass
gemv,normal_0_1,e1m30,32,256,1024,kernel_x4,16384,5.79660029139355353587e-30,0.0264321486366010402736,0.05,pass
gemv,normal_0_1,e1m30,32,256,1024,total_x1,16384,0.0020580755723603407746,0.196058060547772663326,0.05,review
gemv,normal_0_1,e1m30,32,256,1024,total_x2,16384,0.00205807557236034153397,0.196058060547772549702,0.05,review
gemv,normal_0_1,e1m30,32,256,1024,total_x4,16384,0.00205807557236034134063,0.196058060547772557521,0.05,review
gemv,normal_0_1,e1m30,32,1024,1024,storage,16384,0.0113505005750760449222,0.375844120028607906804,0.05,review
gemv,normal_0_1,e1m30,32,1024,1024,kernel_x1,16384,2.97085838959995429065e-29,0.017335423829803781825,0.05,pass
gemv,normal_0_1,e1m30,32,1024,1024,kernel_x2,16384,3.10630188147712337882e-29,0.0124091397425256276603,0.05,pass
gemv,normal_0_1,e1m30,32,1024,1024,kernel_x4,16384,3.14326503802799562532e-29,0.0147386115962226290198,0.05,pass
gemv,normal_0_1,e1m30,32,1024,1024,total_x1,16384,0.0113505005750760448816,0.375844120028607592792,0.05,review
gemv,normal_0_1,e1m30,32,1024,1024,total_x2,16384,0.0113505005750760286931,0.375844120028608332488,0.05,review
gemv,normal_0_1,e1m30,32,1024,1024,total_x4,16384,0.0113505005750760422083,0.375844120028608464083,0.05,review
gemv,normal_0_1,e1m30,32,4096,1024,storage,16384,0.0374057790896229924482,0.204345489316212054794,0.05,review
gemv,normal_0_1,e1m30,32,4096,1024,kernel_x1,16384,1.74636932909477099799e-28,0.0133109942337772120718,0.05,pass
gemv,normal_0_1,e1m30,32,4096,1024,kernel_x2,16384,1.47236986763674364615e-28,0.0113755068527606790608,0.05,pass
gemv,normal_0_1,e1m30,32,4096,1024,kernel_x4,16384,1.39599696710958186446e-28,0.015656088423678399028,0.05,pass
gemv,normal_0_1,e1m30,32,4096,1024,total_x1,16384,0.0374057790896230007356,0.204345489316212296192,0.05,review
gemv,normal_0_1,e1m30,32,4096,1024,total_x2,16384,0.0374057790896229778217,0.204345489316211868704,0.05,review
gemv,normal_0_1,e1m30,32,4096,1024,total_x4,16384,0.037405779089622991259,0.204345489316212360349,0.05,review
gemv,normal_0_1,e1m30,32,16384,1024,storage,16384,0.223797241401602442992,0.409951392088527446378,0.05,review
gemv,normal_0_1,e1m30,32,16384,1024,kernel_x1,16384,1.55129301287127113823e-27,0.0129712249540883706245,0.05,pass
gemv,normal_0_1,e1m30,32,16384,1024,kernel_x2,16384,1.03824029229770484347e-27,0.014297197934585748472,0.05,pass
gemv,normal_0_1,e1m30,32,16384,1024,kernel_x4,16384,7.81869225347094703637e-28,0.0104300081578144800772,0.05,pass
gemv,normal_0_1,e1m30,32,16384,1024,total_x1,16384,0.223797241401602216,0.409951392088526516457,0.05,review
gemv,normal_0_1,e1m30,32,16384,1024,total_x2,16384,0.223797241401602603779,0.409951392088527006734,0.05,review
gemv,normal_0_1,e1m30,32,16384,1024,total_x4,16384,0.223797241401602441677,0.409951392088527785218,0.05,review
gemv,normal_0_1,e1m30,32,65536,1024,storage,16384,0.720166738150303335547,0.0936962162015388600581,0.05,review
gemv,normal_0_1,e1m30,32,65536,1024,kernel_x1,16384,2.03288080630864037731e-26,0.00944340292046825497378,0.05,pass
gemv,normal_0_1,e1m30,32,65536,1024,kernel_x2,16384,1.1229623145710430716e-26,0.0113540077878513425827,0.05,pass
gemv,normal_0_1,e1m30,32,65536,1024,kernel_x4,16384,6.62192039951349933336e-27,0.0110368491681476900849,0.05,pass
gemv,normal_0_1,e1m30,32,65536,1024,total_x1,16384,0.720166738150304817435,0.0936962162015382736674,0.05,review
gemv,normal_0_1,e1m30,32,65536,1024,total_x2,16384,0.720166738150302143142,0.0936962162015386559571,0.05,review
gemv,normal_0_1,e1m30,32,65536,1024,total_x4,16384,0.720166738150304287151,0.093696216201538755419,0.05,review
gemv,uniform_0_1,e2m29,32,256,1024,storage,16384,4.22878865613263067834e-17,0.084200316193133795196,0.05,review
gemv,uniform_0_1,e2m29,32,256,1024,kernel_x1,16384,3.45303120032958379065e-29,0.0256179169380053874823,0.05,pass
gemv,uniform_0_1,e2m29,32,256,1024,kernel_x2,16384,2.78046275997553425413e-29,0.0356403168029275513814,0.05,pass
gemv,uniform_0_1,e2m29,32,256,1024,kernel_x4,16384,2.6889106708035488928e-29,0.0396048674825085563435,0.05,pass
gemv,uniform_0_1,e2m29,32,256,1024,total_x1,16384,4.22878876502243566784e-17,0.0842003127982803980115,0.05,review
gemv,uniform_0_1,e2m29,32,256,1024,total_x2,16384,4.22878869621461001262e-17,0.0842003124202054953413,0.05,review
gemv,uniform_0_1,e2m29,32,256,1024,total_x4,16384,4.22878864246504442135e-17,0.0842003106240662988125,0.05,review
gemv,uniform_0_1,e2m29,32,1024,1024,storage,16384,2.72709825648293884331e-16,0.149712517011145336492,0.05,review
gemv,uniform_0_1,e2m29,32,1024,1024,kernel_x1,16384,5.23234501473206584505e-28,0.0281311096259846452158,0.05,pass
gemv,uniform_0_1,e2m29,32,1024,1024,kernel_x2,16384,5.31292977546511656762e-28,0.0282164812849883653022,0.05,pass
gemv,uniform_0_1,e2m29,32,1024,1024,kernel_x4,16384,5.34671443854955745895e-28,0.0370477865921299881529,0.05,pass
gemv,uniform_0_1,e2m29,32,1024,1024,total_x1,16384,2.72709818910575764363e-16,0.149712514001701669066,0.05,review
gemv,uniform_0_1,e2m29,32,1024,1024,total_x2,16384,2.72709830612192403034e-16,0.149712505006419568471,0.05,review
gemv,uniform_0_1,e2m29,32,1024,1024,total_x4,16384,2.72709828863906030294e-16,0.149712515491013997828,0.05,review
gemv,uniform_0_1,e2m29,32,4096,1024,storage,16384,7.31282934284105165944e-16,0.0805527601280507222795,0.05,review
gemv,uniform_0_1,e2m29,32,4096,1024,kernel_x1,16384,8.59573548686286191037e-27,0.0407038148775853874368,0.05,pass
gemv,uniform_0_1,e2m29,32,4096,1024,kernel_x2,16384,8.35332022550679604333e-27,0.0375634182768033603059,0.05,pass
gemv,uniform_0_1,e2m29,32,4096,1024,kernel_x4,16384,8.38777048998001716338e-27,0.0407287718384580815782,0.05,pass
gemv,uniform_0_1,e2m29,32,4096,1024,total_x1,16384,7.31282932567485992562e-16,0.0805527309349584435383,0.05,review
gemv,uniform_0_1,e2m29,32,4096,1024,total_x2,16384,7.31282899489079030972e-16,0.0805527632915211643164,0.05,review
gemv,uniform_0_1,e2m29,32,4096,1024,total_x4,16384,7.31282971543167014218e-16,0.0805527752169500506544,0.05,review
gemv,uniform_0_1,e2m29,32,16384,1024,storage,16384,3.59852907376880509926e-15,0.139494617287468693914,0.05,review
gemv,uniform_0_1,e2m29,32,16384,1024,kernel_x1,16384,1.40361262765781740035e-25,0.034568188368107621809,0.05,pass
gemv,uniform_0_1,e2m29,32,16384,1024,kernel_x2,16384,1.40580849594320995118e-25,0.0350096637397168453966,0.05,pass
gemv,uniform_0_1,e2m29,32,16384,1024,kernel_x4,16384,1.40869375470405580186e-25,0.0373213349871098257036,0.05,pass
gemv,uniform_0_1,e2m29,32,16384,1024,total_x1,16384,3.59852897795493395469e-15,0.1394945570883349991,0.05,review
gemv,uniform_0_1,e2m29,32,16384,1024,total_x2,16384,3.59852903745890716765e-15,0.139494625043567778978,0.05,review
gemv,uniform_0_1,e2m29,32,16384,1024,total_x4,16384,3.59852891786729409504e-15,0.139494564577297360764,0.05,review
gemv,uniform_0_1,e2m29,32,65536,1024,storage,16384,1.0950189944343760584e-14,0.086694089060415971328,0.05,review
gemv,uniform_0_1,e2m29,32,65536,1024,kernel_x1,16384,2.38194715714693615668e-24,0.0389881848804938550172,0.05,pass
gemv,uniform_0_1,e2m29,32,65536,1024,kernel_x2,16384,2.30836576178199367002e-24,0.0455043046151995764078,0.05,pass
gemv,uniform_0_1,e2m29,32,65536,1024,kernel_x4,16384,2.25693439734429936335e-24,0.0399752110146843803324,0.05,pass
gemv,uniform_0_1,e2m29,32,65536,1024,total_x1,16384,1.0950190978744600123e-14,0.0866939300316913937988,0.05,review
gemv,uniform_0_1,e2m29,32,65536,1024,total_x2,16384,1.09501867736852280529e-14,0.0866941323562406497745,0.05,review
gemv,uniform_0_1,e2m29,32,65536,1024,total_x4,16384,1.09501893819821309255e-14,0.0866941822476448389651,0.05,review
gemv,normal_0_1,e2m29,32,256,1024,storage,16117,1.65450671147996677697e-16,0.0183272241170381499286,0.05,pass
gemv,normal_0_1,e2m29,32,256,1024,kernel_x1,16117,6.5809546936897128835e-30,0.0264309391675424776682,0.05,pass
gemv,normal_0_1,e2m29,32,256,1024,kernel_x2,16117,5.95081233159954309773e-30,0.0283966546099918294163,0.05,pass
gemv,normal_0_1,e2m29,32,256,1024,kernel_x4,16117,5.91247436407644041977e-30,0.0246109196541816550353,0.05,pass
gemv,normal_0_1,e2m29,32,256,1024,total_x1,16117,1.65450670680755015474e-16,0.0183272239515243633212,0.05,pass
gemv,normal_0_1,e2m29,32,256,1024,total_x2,16117,1.65450670231693671592e-16,0.0183272238456587766723,0.05,pass
gemv,normal_0_1,e2m29,32,256,1024,total_x4,16117,1.65450670755875613508e-16,0.0183272245928847930165,0.05,pass
gemv,normal_0_1,e2m29,32,1024,1024,storage,14370,6.71290535337573208758e-16,0.0173033384869208341836,0.05,pass
gemv,normal_0_1,e2m29,32,1024,1024,kernel_x1,14370,2.98172564473222787589e-29,0.0159078728565162058962,0.05,pass
gemv,normal_0_1,e2m29,32,1024,1024,kernel_x2,14370,3.06852699370877591456e-29,0.0194120393318616293506,0.05,pass
gemv,normal_0_1,e2m29,32,1024,1024,kernel_x4,14370,3.13507422872214703878e-29,0.0182002551537157684293,0.05,pass
gemv,normal_0_1,e2m29,32,1024,1024,total_x1,14370,6.71290534604644773967e-16,0.0173033394007824998257,0.05,pass
gemv,normal_0_1,e2m29,32,1024,1024,total_x2,14370,6.71290537446535955081e-16,0.0173033378044366798488,0.05,pass
gemv,normal_0_1,e2m29,32,1024,1024,total_x4,14370,6.71290538805437432209e-16,0.017303339380121584915,0.05,pass
gemv,normal_0_1,e2m29,32,4096,1024,storage,8722,2.73640088907896576525e-15,0.00615021554899075447584,0.05,pass
gemv,normal_0_1,e2m29,32,4096,1024,kernel_x1,8722,1.80837762481254732795e-28,0.0153597784615574552228,0.05,pass
gemv,normal_0_1,e2m29,32,4096,1024,kernel_x2,8722,1.48225316723708996735e-28,0.0204237986619175902054,0.05,pass
gemv,normal_0_1,e2m29,32,4096,1024,kernel_x4,8722,1.47560596819948028955e-28,0.0170054019146699668859,0.05,pass
gemv,normal_0_1,e2m29,32,4096,1024,total_x1,8722,2.7364008855937344807e-15,0.00615021540324714974999,0.05,pass
gemv,normal_0_1,e2m29,32,4096,1024,total_x2,8722,2.73640089161065413537e-15,0.0061502142172192568143,0.05,pass
gemv,normal_0_1,e2m29,32,4096,1024,total_x4,8722,2.73640089338978690738e-15,0.00615021655661415775404,0.05,pass
gemv,normal_0_1,e2m29,32,16384,1024,storage,2898,1.0429316298197648986e-14,0.0366802097823173852125,0.05,pass
gemv,normal_0_1,e2m29,32,16384,1024,kernel_x1,2898,1.55964559630540331614e-27,0.023558228931298762861,0.05,pass
gemv,normal_0_1,e2m29,32,16384,1024,kernel_x2,2898,1.06336123725709513325e-27,0.0344282596703490257328,0.05,pass
gemv,normal_0_1,e2m29,32,16384,1024,kernel_x4,2898,7.73211525501569388586e-28,0.0273317870170480777165,0.05,pass
gemv,normal_0_1,e2m29,32,16384,1024,total_x1,2898,1.04293163654390798256e-14,0.0366802041473655506354,0.05,pass
gemv,normal_0_1,e2m29,32,16384,1024,total_x2,2898,1.04293164795484678284e-14,0.0366802048151765990798,0.05,pass
gemv,normal_0_1,e2m29,32,16384,1024,total_x4,2898,1.04293164183891249988e-14,0.0366802137785303188407,0.05,pass
gemv,normal_0_1,e2m29,32,65536,1024,storage,0,nan,nan,0.05,nonfinite_case
gemv,normal_0_1,e2m29,32,65536,1024,kernel_x1,0,nan,nan,0.05,nonfinite_case
gemv,normal_0_1,e2m29,32,65536,1024,kernel_x2,0,nan,nan,0.05,nonfinite_case
gemv,normal_0_1,e2m29,32,65536,1024,kernel_x4,0,nan,nan,0.05,nonfinite_case
gemv,normal_0_1,e2m29,32,65536,1024,total_x1,0,nan,nan,0.05,nonfinite_case
gemv,normal_0_1,e2m29,32,65536,1024,total_x2,0,nan,nan,0.05,nonfinite_case
gemv,normal_0_1,e2m29,32,65536,1024,total_x4,0,nan,nan,0.05,nonfinite_case
gemv,uniform_0_1,e3m28,32,256,1024,storage,16384,3.14866221076772486149e-17,0.12649484789828658007,0.05,review
gemv,uniform_0_1,e3m28,32,256,1024,kernel_x1,16384,3.48517928854522053345e-29,0.0263001089192522356851,0.05,pass
gemv,uniform_0_1,e3m28,32,256,1024,kernel_x2,16384,2.81097350681188803595e-29,0.039693711670306978839,0.05,pass
gemv,uniform_0_1,e3m28,32,256,1024,kernel_x4,16384,2.6863736635004329494e-29,0.0411645358052500775578,0.05,pass
gemv,uniform_0_1,e3m28,32,256,1024,total_x1,16384,3.14866214897934675417e-17,0.126494843444709784757,0.05,review
gemv,uniform_0_1,e3m28,32,256,1024,total_x2,16384,3.14866221104028098486e-17,0.126494840876749871426,0.05,review
gemv,uniform_0_1,e3m28,32,256,1024,total_x4,16384,3.1486621758487926094e-17,0.12649484857055344864,0.05,review
gemv,uniform_0_1,e3m28,32,1024,1024,storage,16384,1.30776157610026333782e-16,0.129304863200057099915,0.05,review
gemv,uniform_0_1,e3m28,32,1024,1024,kernel_x1,16384,5.20260284027977792497e-28,0.0272646164308356756005,0.05,pass
gemv,uniform_0_1,e3m28,32,1024,1024,kernel_x2,16384,5.1922909298750425674e-28,0.0261145027027215259683,0.05,pass
