gpu,compute_capability,distribution,format,storage_bits,component,lanes,n,m,leading_dimension,blocks,threads,decode_repeats,decoded_values,unique_storage_bytes,requested_storage_bytes,useful_flops,modeled_flops,arithmetic_intensity_unique,arithmetic_intensity_requested,theoretical_hbm_gb_per_s,modeled_fp64_gflop_per_s,sample_count,median_time_ms,mean_time_ms,stdev_time_ms,cv_percent,mad_time_ms,p05_time_ms,p95_time_ms,min_time_ms,max_time_ms,median_decoded_gvalues_per_s,median_unique_storage_gb_per_s,median_requested_storage_gb_per_s,median_useful_gflop_per_s
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m4,8,dot,2,134217728,1,134217728,2112,256,0,268435456.0,268469256.0,268469256.0,268435456.0,268437567.0,0.9998741010404558,0.9998741010404558,4814.304,30159.36,15,0.6327013174692789,0.632821242014567,0.0015173406294238935,0.23977397228220185,0.0009746948877971118,0.631085737546285,0.6348629434903463,0.6309653520584106,0.6368920008341471,424.2688431149568,424.3222648466124,424.3222648466124,424.2688431149568
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m4,8,dot,2,16777216,1,16777216,2112,256,0,33554432.0,33588232.0,33588232.0,33554432.0,33556543.0,0.9989936951727617,0.9989936951727617,4814.304,30159.36,15,0.08382101651638915,0.08385859739084478,9.461486713148818e-05,0.1128266749925604,5.062017063636737e-05,0.08374969514749817,0.0840134146523341,0.08371489465573413,0.0840354369858564,400.3104876858568,400.7137278445274,400.7137278445274,400.3104876858568
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m4,8,dot,2,4096,1,4096,8,256,0,8192.0,8328.0,8328.0,8192.0,8199.0,0.983669548511047,0.983669548511047,4814.304,30159.36,15,0.004823904479576263,0.004823991271658274,2.142633882086544e-06,0.04441620561535555,1.4551427980138976e-06,0.004820451715397783,0.004826856027902093,0.004820372726743584,0.004826885501280525,1.6982094141133561,1.7264023438398473,1.7264023438398473,1.6982094141133561
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m4,8,dot,2,65536,1,65536,128,256,0,131072.0,133128.0,133128.0,131072.0,131199.0,0.9845562165735232,0.9845562165735232,4814.304,30159.36,15,0.005043576128887722,0.0050435583587415825,2.0433546135402575e-07,0.004051414632684243,1.6284397165791664e-07,0.0050432517648791335,0.005043817482188806,0.005043220873068792,0.0050438276764862185,25.98790950121056,26.39555676328399,26.39555676328399,25.98790950121056
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m4,8,dot,4,1048576,1,1048576,1024,256,0,2097152.0,2113544.0,2113544.0,2097152.0,2098175.0,0.9922443062458127,0.9922443062458127,4814.304,30159.36,15,0.010762972297443496,0.010763930096046473,2.1378635430743397e-06,0.019861365913734094,1.105523049178131e-06,0.010761750919435238,0.01076727451751889,0.010761731797742964,0.010768633282475844,194.8487780181439,196.37177738551136,196.37177738551136,194.8487780181439
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m4,8,dot,4,134217728,1,134217728,2112,256,0,268435456.0,268469256.0,268469256.0,268435456.0,268437567.0,0.9998741010404558,0.9998741010404558,4814.304,30159.36,15,0.5945747815645658,0.5948147700383113,0.0009168958254704514,0.15414812672042344,0.0007569239689753093,0.5938160089346078,0.5960179622356708,0.5938116953923152,0.5961144520686223,451.47467454579584,451.53152189460377,451.53152189460377,451.47467454579584
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m4,8,dot,4,16777216,1,16777216,2112,256,0,33554432.0,33588232.0,33588232.0,33554432.0,33556543.0,0.9989936951727617,0.9989936951727617,4814.304,30159.36,15,0.07976718077788482,0.07978386475159241,6.0300882265267485e-05,0.07558029741103,3.286825644004121e-05,0.07972938486047693,0.07987222568408862,0.07972756978627797,0.07996799881393846,420.6546059767835,421.0783391421077,421.0783391421077,420.6546059767835
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m4,8,dot,4,4096,1,4096,4,256,0,8192.0,8264.0,8264.0,8192.0,8195.0,0.9912875121006777,0.9912875121006777,4814.304,30159.36,15,0.005269264192947465,0.005269041124656026,1.7389931951036813e-06,0.033003978408257466,1.1107812375723766e-06,0.005266216804119571,0.005271192194962049,0.005265428754037754,0.005271648158082693,1.5546762697843861,1.5683404166867878,1.5683404166867878,1.5546762697843861
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m4,8,dot,4,65536,1,65536,64,256,0,131072.0,132104.0,132104.0,131072.0,131135.0,0.9921879731120935,0.9921879731120935,4814.304,30159.36,15,0.005447697007294857,0.005452171720639624,7.170291584015424e-06,0.13151257794892487,1.439542481393788e-06,0.005446057518323263,0.005462827239975785,0.0054455909765127935,0.005463696790463997,24.060075261984135,24.249513110421386,24.249513110421386,24.060075261984135
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m4,8,gemv,1,1024,1024,1024,1024,256,0,2097152.0,1057792.0,2105344.0,2097152.0,2358272.0,1.9825750242013553,0.9961089494163424,4814.304,30159.36,15,0.008430373537671435,0.008436567049760086,2.0483997529028817e-05,0.2428001509169696,1.6197398468687646e-05,0.008413088125186962,0.008461624056428342,0.008410549425816798,0.008462747374733726,248.7614564916725,125.47391824018443,249.7331809310931,248.7614564916725
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m4,8,gemv,1,16384,1024,16384,1024,256,0,33554432.0,16801792.0,33562624.0,33554432.0,33815552.0,1.9970745977571915,0.9997559189650964,4814.304,30159.36,15,0.08973131528714808,0.0898341458018233,0.00017374156632938718,0.19340259183035594,7.980044295147204e-05,0.08965725026479582,0.09005188185994219,0.0896515148441966,0.09016019542042802,373.94338746314907,187.2455780485641,374.0346822354789,373.94338746314907
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m4,8,gemv,1,256,1024,256,1024,256,0,524288.0,270592.0,532480.0,524288.0,785408.0,1.9375591296121097,0.9846153846153847,4814.304,30159.36,15,0.00417244788828304,0.004172646185207432,3.248582136098794e-06,0.07785424385166985,1.6160021003054637e-06,0.004168267687080835,0.004178278509322592,0.004168003105583113,0.004179473612798935,125.65477485585666,64.85209815558618,127.61813071297942,125.65477485585666
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m4,8,gemv,1,4096,1024,4096,1024,256,0,8388608.0,4206592.0,8396800.0,8388608.0,8649728.0,1.994157740993184,0.9990243902439024,4814.304,30159.36,15,0.02475003125195835,0.024744894556962375,3.1600844763707935e-05,0.1277065242325574,2.5895402605734946e-05,0.024700183494418278,0.024782055329511513,0.02469647079440574,0.02478636777337222,338.93322859284274,169.96309851799288,339.2642180738904,338.93322859284274
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m4,8,gemv,1,65536,1024,65536,1024,256,0,134217728.0,67182592.0,134225920.0,134217728.0,134478848.0,1.9978051457139374,0.9999389685688129,4814.304,30159.36,15,0.38776368361253005,0.3879430037278395,0.0005475991279523021,0.14115453112706963,0.00036185827010715155,0.38732661222800224,0.38886687205387993,0.387172112098107,0.3891626749283228,346.1327960101495,173.2565344286643,346.1539222794372,346.1327960101495
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m4,8,gemv,2,1024,1024,1024,1024,256,0,2097152.0,1057792.0,2105344.0,2097152.0,2358272.0,1.9825750242013553,0.9961089494163424,4814.304,30159.36,15,0.007989410671970919,0.00800200680066559,2.894443486277918e-05,0.3617146996222453,2.1495077275255486e-05,0.007967219481597076,0.00804498763012116,0.007965595217700372,0.008045563669525328,262.49145100994673,132.3992523892944,263.51680824045434,262.49145100994673
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m4,8,gemv,2,16384,1024,16384,1024,256,0,33554432.0,16801792.0,33562624.0,33554432.0,33815552.0,1.9970745977571915,0.9997559189650964,4814.304,30159.36,15,0.0834684317452567,0.08352640024820963,0.0001362091968684938,0.16307322770253518,7.844107491629393e-05,0.08338938740321569,0.08368994849068778,0.08338797977992467,0.08370633261544363,402.00146688279926,201.29516810952668,402.0996117721749,402.00146688279926
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m4,8,gemv,2,256,1024,256,1024,256,0,524288.0,270592.0,532480.0,524288.0,785408.0,1.9375591296121097,0.9846153846153847,4814.304,30159.36,15,0.004389976200304534,0.004395947000301687,2.0118782030430504e-05,0.4576666194803937,1.7236165563198035e-05,0.004369973367260348,0.004422686662657759,0.004362662093546273,0.0044245023678842746,119.42843789531933,61.638602956715104,121.2945072374337,119.42843789531933
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m4,8,gemv,2,4096,1024,4096,1024,256,0,8388608.0,4206592.0,8396800.0,8388608.0,8649728.0,1.994157740993184,0.9990243902439024,4814.304,30159.36,15,0.023163328234781354,0.023193209710003812,5.509419024897022e-05,0.23754448365638117,2.3891461775605444e-05,0.023138180035072686,0.023271059989929198,0.023135247646562204,0.023280644576821552,362.15037472049977,181.60568107321936,362.50403719581277,362.15037472049977
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m4,8,gemv,2,65536,1024,65536,1024,256,0,134217728.0,67182592.0,134225920.0,134217728.0,134478848.0,1.9978051457139374,0.9999389685688129,4814.304,30159.36,15,0.33701761033799915,0.33683105186179835,0.0005683802080141952,0.16874341153303213,0.0004927953084309933,0.33612970140245224,0.3375229877895779,0.3360938602023654,0.3375523461235894,398.25137880893334,199.3444554206581,398.27568614406573,398.25137880893334
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m4,8,gemv,4,1024,1024,1024,1024,256,0,2097152.0,1057792.0,2105344.0,2097152.0,2358272.0,1.9825750242013553,0.9961089494163424,4814.304,30159.36,15,0.0077478534086857466,0.007757639306685166,1.8209452524946058e-05,0.23472930108072973,6.408593152617582e-06,0.007739948903984665,0.007786486122735607,0.007736458443704913,0.007786529108699643,270.6752295608721,136.52710553534223,271.73255467634425,270.6752295608721
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m4,8,gemv,4,16384,1024,16384,1024,256,0,33554432.0,16801792.0,33562624.0,33554432.0,33815552.0,1.9970745977571915,0.9997559189650964,4814.304,30159.36,15,0.07855383725089823,0.07845935685536866,0.00014099901768641204,0.17970962717210195,5.082523121552329e-05,0.07830668770693203,0.07860262763691458,0.0783053668425045,0.07860466248211376,427.15204214439973,213.88887657181732,427.25632731093884,427.15204214439973
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m4,8,gemv,4,256,1024,256,1024,256,0,524288.0,270592.0,532480.0,524288.0,785408.0,1.9375591296121097,0.9846153846153847,4814.304,30159.36,15,0.005615837104945129,0.005607964674145682,1.0822416035121364e-05,0.19298295663337167,3.0170522334017555e-06,0.0055956339374351695,0.005618751401444337,0.005594389640349253,0.005618854157178531,93.35883327853803,48.18373377705796,94.81756504851518,93.35883327853803
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m4,8,gemv,4,4096,1024,4096,1024,256,0,8388608.0,4206592.0,8396800.0,8388608.0,8649728.0,1.994157740993184,0.9990243902439024,4814.304,30159.36,15,0.0219810302734375,0.02196041727701823,2.830236908533879e-05,0.12887901321874,8.703613281250966e-06,0.021930065612792968,0.021988157348632815,0.021929420471191407,0.02198973388671875,381.62942754039295,191.3737412519451,382.0021125282253,381.62942754039295
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m4,8,gemv,4,65536,1024,65536,1024,256,0,134217728.0,67182592.0,134225920.0,134217728.0,134478848.0,1.9978051457139374,0.9999389685688129,4814.304,30159.36,15,0.3128793239593506,0.31282742420832316,0.00043361725457893803,0.1386122894040698,0.00041598081588745117,0.3123610695203145,0.3133800685405731,0.31232933203379315,0.31356533368428546,428.9760227730409,214.72365495371753,429.00220539161836,428.9760227730409
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m4,8,register_decode,1,134217728,1,134217728,528,256,256,34603008.0,135168.0,135168.0,34603008.0,34603008.0,256.0,256.0,4814.304,30159.36,15,0.07127090061412138,0.07128860685560438,0.00010696992612930153,0.15005192392940142,0.00010995771370680973,0.07115957830466477,0.07141087148703781,0.07115639424791523,0.07141757011413574,485.5138310563719,1.8965384025639527,1.8965384025639527,485.5138310563719
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m4,8,register_decode,2,134217728,1,134217728,528,256,256,69206016.0,270336.0,270336.0,69206016.0,69206016.0,256.0,256.0,4814.304,30159.36,15,0.14949333306514856,0.14962945674806333,0.00020922046471039265,0.13982571965269172,2.3918922501392492e-05,0.149468735010937,0.1499375815343375,0.14946715037027994,0.14994392009696575,462.93713961036855,1.8083482016030021,1.8083482016030021,462.93713961036855
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m4,8,register_decode,4,134217728,1,134217728,528,256,256,138412032.0,540672.0,540672.0,138412032.0,138412032.0,256.0,256.0,4814.304,30159.36,15,0.30602383127017896,0.30614609231754225,0.0002006931808122094,0.06555470928697842,6.270895198901005e-05,0.3059633702647929,0.30642220244115714,0.3059395965264768,0.30656849608129383,452.29167749945685,1.7667643652322533,1.7667643652322533,452.29167749945685
NVIDIA H200 NVL,sm_90,uniform_0_1,e3m4,8,stream_decode,1,1048576,1,1048576,2112,256,0,1048576.0,1048576.0,1048576.0,1048576.0,1048576.0,1.0,1.0,4814.304,30159.36,15,0.006242526204962479,0.006243976654365048,3.5781945494382814e-06,0.057306340934776434,1.4038462387887599e-06,0.006240800075363695,0.006250203492348654,0.006240701989123696,0.0062503506217086524,167.9730233517382,167.9730233517382,167.9730233517382,167.9730233517382
